ID,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
4336,42.37,125.34,261.11,300.4,10.34,10.43,10.9,188.33,584.71,31.8,39.1,962.7,5701.25,5299.63,6544.13,7.63,22.0,6058.18,8.0,644.33,31.64,8.29,83.87,287471.0,4
4337,42.34,125.13,261.57,297.27,10.35,10.39,10.93,186.54,582.34,28.64,35.41,953.09,5693.13,5307.13,6542.5,7.69,22.0,6059.93,10.0,648.1,33.2,8.2,82.9,289309.0,4
4338,40.9,124.6,257.9,296.64,10.34,10.42,10.91,189.46,579.11,29.44,36.52,942.79,5686.63,5290.0,6525.88,7.78,22.0,6059.47,10.0,641.89,44.12,8.28,85.59,286809.0,3
4339,41.57,125.25,260.0,298.46,10.35,10.4,10.93,189.37,574.71,30.81,38.2,947.35,5709.38,5311.88,6532.75,7.85,22.0,6053.92,10.0,650.94,19.19,8.24,83.26,287557.0,3
4340,40.66,124.62,256.54,292.94,10.35,10.42,10.93,192.44,588.03,37.26,43.25,932.55,5691.38,5287.5,6516.88,7.82,22.0,6052.35,10.0,638.31,30.14,8.25,81.29,288114.0,3
4341,43.86,126.25,265.27,303.72,10.35,10.4,10.92,192.41,597.32,30.69,37.4,976.09,5688.13,5287.88,6537.25,7.9,22.0,6043.39,10.0,649.31,32.27,8.28,81.87,286714.0,4
4342,41.35,124.72,258.7,296.77,10.37,10.43,10.93,187.91,597.19,28.96,35.04,961.61,5699.75,5302.13,6547.38,7.93,22.0,6043.11,10.0,642.77,40.84,8.21,79.97,288184.0,3
4343,42.98,125.29,266.16,305.21,10.36,10.42,10.93,187.91,597.19,24.92,35.65,949.7,5683.63,5290.63,6522.38,8.0,22.0,6043.2,9.0,645.51,36.98,8.22,81.46,287996.0,3
4344,41.24,125.16,259.37,296.93,10.36,10.4,10.93,183.85,603.96,34.98,43.92,953.74,5679.38,5296.0,6531.0,7.98,22.0,6030.17,9.0,645.69,41.6,8.22,78.29,288472.0,4
4345,40.96,124.96,257.74,292.46,10.36,10.4,10.91,181.34,590.14,30.01,40.85,964.16,5701.88,5309.75,6554.38,7.96,22.0,6028.5,9.0,643.65,41.59,8.22,78.29,288254.0,4
4346,41.73,124.83,261.46,304.42,10.33,10.4,10.93,186.25,594.43,26.91,37.52,959.92,5691.63,5284.88,6520.13,7.93,22.0,6022.87,9.0,642.78,56.6,8.21,80.66,289303.0,4
4347,40.02,124.81,256.27,293.67,10.34,10.42,10.96,184.43,605.69,26.91,37.64,942.06,5678.88,5287.75,6525.63,8.0,22.0,6017.6,10.0,646.59,35.32,8.19,87.97,288948.0,4
4348,41.85,125.13,261.84,304.1,10.37,10.4,10.95,183.59,606.79,36.58,44.95,929.2,5687.75,5287.63,6521.0,7.99,22.0,6017.23,10.0,648.91,25.9,8.25,89.87,287350.0,3
4349,40.36,124.72,256.88,292.72,10.35,10.41,10.91,183.84,612.52,30.82,41.57,965.04,5686.88,5287.38,6523.25,7.95,22.0,6018.89,20.0,1075.86,24.74,8.18,81.13,287709.0,3
4350,42.57,125.41,263.77,305.83,10.35,10.4,10.96,191.84,597.04,25.98,36.27,965.68,5696.88,5294.75,6547.25,7.98,22.0,6002.9,20.0,1075.37,37.98,8.1,74.49,288665.0,2
4351,40.85,125.13,257.89,288.01,10.35,10.41,10.93,188.19,607.03,26.78,38.28,938.8,5677.88,5287.75,6514.88,8.0,22.0,6006.23,20.0,1072.83,38.38,8.1,77.33,290149.0,2
4352,40.37,124.68,257.89,299.43,10.36,10.45,10.92,188.19,607.03,32.58,43.68,934.39,5694.5,5279.75,6519.38,8.13,22.0,6002.35,10.0,676.93,47.45,8.09,78.79,290726.0,2
4353,41.32,125.48,258.64,295.26,10.36,10.4,10.93,188.24,613.88,33.1,43.47,953.83,5669.0,5280.63,6520.88,8.17,22.0,5996.8,10.0,682.29,27.53,8.11,87.04,290117.0,2
4354,41.91,125.06,260.49,300.3,10.35,10.41,10.93,188.8,598.27,28.14,39.74,954.18,5682.13,5291.88,6534.75,8.15,22.0,5989.78,10.0,688.48,27.9,8.14,84.09,289778.0,2
4355,40.73,124.72,257.55,294.86,10.32,10.4,10.92,189.42,601.78,26.98,37.95,956.31,5687.75,5290.0,6529.88,8.15,22.0,5994.86,7.0,693.02,27.59,8.16,86.09,289057.0,2
4356,41.53,125.11,258.03,294.0,10.39,10.42,10.94,185.63,610.34,30.32,42.16,941.42,5696.0,5298.88,6551.88,8.19,22.0,5985.62,7.0,306.44,36.4,8.2,80.02,288914.0,2
4357,41.04,124.91,258.71,297.32,10.36,10.28,11.08,183.78,601.03,38.0,46.11,942.6,5696.75,5301.0,6535.38,8.16,22.0,5985.9,12.0,657.55,38.18,8.16,81.01,288929.0,2
4358,40.8,124.81,257.65,294.76,10.36,10.28,11.1,185.12,612.92,28.21,39.93,964.06,5675.75,5287.63,6532.88,8.14,22.0,5983.68,10.0,654.19,54.51,8.13,80.53,291340.0,2
4359,41.91,125.16,261.26,300.42,10.04,10.08,11.38,184.95,614.59,53.99,39.63,949.25,5675.0,5277.63,6517.63,8.16,22.0,5978.22,17.0,664.22,23.18,8.35,81.36,287121.0,2
4360,40.63,124.41,257.99,297.34,10.17,10.15,11.38,191.93,608.93,29.45,41.09,944.22,5670.13,5278.38,6526.13,8.13,22.0,5974.62,14.0,667.65,26.7,8.83,89.2,275880.0,2
4361,40.87,124.98,259.67,297.85,10.2,10.11,11.38,196.43,613.0,32.73,43.24,941.58,5680.75,5290.25,6519.38,8.14,22.0,5974.62,14.0,667.11,20.41,8.23,82.86,290509.0,2
4362,42.02,125.46,262.07,301.49,10.18,10.12,11.37,196.43,613.0,31.06,41.82,957.17,5697.0,5292.88,6562.0,8.17,22.0,5967.13,14.0,670.85,14.13,8.22,85.45,289630.0,2
4363,41.79,124.9,262.86,301.39,10.21,10.09,11.39,187.41,602.46,28.39,39.26,960.23,5700.13,5304.63,6557.13,8.04,22.0,5958.17,14.0,663.71,14.36,8.17,79.44,289265.0,2
4364,43.2,125.35,267.09,309.9,10.19,10.14,11.38,193.79,597.82,28.7,40.04,948.63,5704.63,5299.63,6544.88,8.08,22.0,5954.65,14.0,657.4,18.06,8.15,78.74,289522.0,2
4365,40.29,124.13,258.83,295.78,10.2,10.15,11.36,190.72,589.59,32.24,42.85,941.13,5691.75,5291.38,6551.5,8.09,22.0,5954.28,14.0,656.25,24.38,8.11,79.84,292325.0,3
4366,41.67,125.25,261.24,298.68,10.18,10.12,11.37,188.49,579.8,30.56,41.98,953.68,5678.75,5283.25,6524.63,8.18,22.0,5956.41,14.0,657.04,14.52,8.15,82.51,289619.0,3
4367,40.8,124.81,258.03,295.73,10.2,10.1,11.35,192.63,583.42,30.5,41.89,948.27,5704.5,5285.0,6547.38,8.22,22.0,5945.23,12.0,665.55,13.31,8.18,84.58,290581.0,2
4368,41.28,125.22,259.35,297.22,10.2,10.09,11.39,190.88,577.64,28.89,40.37,953.66,5699.5,5294.5,6539.38,8.24,22.0,5948.55,11.0,653.52,12.41,8.18,84.67,289619.0,2
4369,41.29,125.18,259.52,292.58,10.21,10.1,11.36,194.55,588.65,29.76,41.31,941.53,5676.38,5290.38,6533.63,8.24,22.0,5945.32,11.0,657.62,8.21,8.16,80.83,290822.0,2
4370,41.25,124.79,260.88,297.97,10.24,10.1,11.39,189.1,586.36,31.62,42.46,949.12,5682.88,5280.38,6532.38,8.19,22.0,5940.05,11.0,662.73,7.37,8.19,81.56,290496.0,3
4371,41.3,125.15,259.65,298.11,10.18,10.12,11.4,193.65,584.89,32.86,43.49,943.95,5680.0,5287.5,6525.0,8.21,22.0,5941.53,10.0,652.59,10.56,8.11,76.55,290287.0,3
4372,40.71,124.87,258.61,295.96,10.2,10.11,11.37,193.65,584.89,30.44,41.94,955.31,5683.0,5283.0,6515.5,8.21,22.0,5937.37,10.0,655.12,11.22,8.12,77.2,291451.0,3
4373,41.82,125.36,260.81,298.35,10.24,10.12,11.37,198.69,577.08,27.41,38.82,951.99,5695.0,5282.5,6545.0,8.24,22.0,5932.19,10.0,661.64,12.12,8.12,79.92,291598.0,4
4374,41.24,124.86,259.7,296.99,10.17,10.12,11.36,196.95,566.15,30.13,41.76,937.92,5680.0,5277.5,6515.0,8.13,22.0,5926.92,10.0,664.34,12.22,8.13,81.36,291139.0,4
4375,42.24,125.33,261.9,299.79,10.22,10.1,11.36,200.59,571.77,34.53,44.47,939.86,5707.5,5287.5,6550.0,8.13,22.0,5924.89,10.0,662.93,12.21,8.13,81.36,290033.0,4
4376,41.72,124.8,260.23,295.78,10.22,10.1,11.38,197.28,578.64,29.02,41.6,958.19,5685.0,5277.5,6530.0,8.14,22.0,5921.19,10.0,665.72,14.78,8.19,82.82,289755.0,4
4377,41.53,124.76,260.54,296.37,10.19,10.1,11.35,199.77,567.72,38.17,46.5,921.61,5675.0,5277.5,6527.5,8.08,22.0,5915.65,16.0,666.92,31.74,8.06,82.52,297585.0,3
4378,42.65,125.69,262.52,292.41,10.17,10.13,11.22,197.36,563.74,28.71,41.33,975.22,5665.0,5277.5,6535.0,8.12,22.0,5917.22,13.0,654.28,28.21,8.01,79.8,299479.0,2
4379,41.8,124.72,262.0,299.19,10.17,10.09,11.24,201.92,560.76,24.68,36.8,956.52,5690.0,5285.0,6540.0,8.12,22.0,5912.13,15.0,665.51,18.99,8.14,87.9,292963.0,2
4380,40.96,124.25,260.43,303.11,10.24,10.1,11.22,201.02,542.33,27.95,41.21,934.31,5705.0,5297.5,6552.5,8.13,22.0,5907.88,12.0,662.82,22.56,8.11,82.39,293048.0,2
4381,41.25,125.24,259.75,293.78,10.22,10.14,11.21,201.02,542.33,34.65,45.25,937.89,5682.5,5285.0,6537.5,8.1,22.0,5899.01,12.0,661.18,14.03,8.09,79.09,292551.0,2
4382,41.98,124.78,263.16,306.77,10.23,10.09,11.25,192.78,547.11,33.23,44.21,953.11,5690.0,5280.0,6552.5,8.08,22.0,5902.61,12.0,656.19,16.3,8.14,80.91,291492.0,2
4383,40.94,124.91,258.12,293.59,10.21,10.27,11.24,189.67,552.07,25.17,37.26,969.03,5692.5,5290.0,6545.0,8.15,22.0,5888.01,12.0,640.03,20.38,8.14,83.0,292113.0,2
4384,42.62,125.42,262.86,302.8,10.2,10.28,11.24,187.5,547.32,28.51,41.17,932.31,5670.0,5277.5,6535.0,8.16,22.0,5895.13,20.0,923.94,25.72,8.09,82.61,293108.0,2
4385,41.38,124.48,259.07,298.35,10.25,10.1,11.21,190.28,554.99,30.68,42.4,945.32,5705.0,5290.0,6540.0,8.07,22.0,5889.49,20.0,925.95,29.73,8.11,82.91,292377.0,2
4386,41.39,125.13,258.93,291.73,10.2,10.11,11.22,195.55,556.45,33.66,44.01,945.22,5702.5,5290.0,6555.0,8.13,22.0,5882.37,20.0,929.55,11.57,8.16,86.73,290976.0,2
4387,43.51,126.03,266.14,303.18,10.2,10.1,11.2,195.11,544.38,29.38,40.61,962.28,5680.0,5280.0,6527.5,8.19,22.0,5876.64,18.0,926.79,15.35,8.22,86.86,291488.0,2
4388,40.99,123.78,262.29,302.69,10.37,10.08,11.37,190.73,570.77,27.34,38.47,953.97,5680.0,5285.0,6525.0,8.2,22.0,5873.31,20.0,900.23,16.16,8.23,79.98,291541.0,1
4389,42.3,125.52,263.2,297.98,10.33,10.23,11.39,187.21,566.63,30.01,41.29,940.26,5670.0,5285.0,6537.5,8.27,22.0,5869.71,10.0,877.32,13.83,8.2,80.83,293021.0,1
4390,44.12,126.04,266.96,303.48,10.4,10.27,11.37,190.17,528.17,30.57,41.73,954.17,5670.0,5280.0,6527.5,8.45,22.0,5865.73,10.0,870.72,17.89,8.13,79.58,294875.0,1
4391,44.52,124.57,270.65,311.25,10.19,10.1,11.39,190.17,528.17,29.38,40.48,952.71,5687.5,5282.5,6537.5,8.45,22.0,5858.52,10.0,862.34,15.64,8.16,82.13,294921.0,1
4392,41.14,124.38,259.69,289.7,10.35,10.27,11.37,192.94,555.18,35.07,44.03,941.75,5702.5,5292.5,6547.5,8.51,24.0,5860.1,10.0,876.17,15.82,8.22,85.3,291025.0,1
4393,44.72,125.49,270.76,312.76,10.33,10.13,11.36,187.06,534.9,29.81,40.85,959.05,5685.0,5292.5,6527.5,8.57,24.0,5856.31,10.0,878.32,17.05,8.51,74.32,284311.0,1
4394,40.89,123.91,260.89,298.96,10.35,10.13,11.35,190.87,554.18,29.45,40.85,951.03,5702.5,5302.5,6542.5,8.56,24.0,5845.58,8.0,596.64,16.29,8.3,79.46,287759.0,2
4395,42.34,125.33,261.82,299.35,10.36,10.11,11.38,192.54,554.6,29.69,40.91,951.04,5680.0,5275.0,6540.0,8.59,24.0,5843.73,10.0,597.29,33.72,8.06,83.45,292444.0,2
4396,42.75,125.49,263.51,301.05,10.35,10.13,11.38,194.42,551.48,31.0,42.16,942.98,5710.0,5295.0,6555.0,8.56,24.0,5838.28,7.0,283.14,15.8,8.1,81.43,290529.0,2
4397,43.08,124.93,265.14,299.34,10.2,10.11,11.38,192.11,548.4,30.57,42.24,953.46,5672.5,5285.0,6547.5,8.47,25.0,5836.34,7.0,281.98,16.38,8.16,80.8,289342.0,2
4398,41.55,124.41,260.02,302.04,10.2,10.11,11.35,194.33,539.26,28.71,41.14,950.75,5692.5,5287.5,6572.5,8.48,25.0,5834.12,6.0,274.73,17.1,8.15,82.39,289564.0,2
4399,42.37,125.35,260.05,294.49,10.15,10.12,11.37,196.71,555.09,28.83,41.81,952.89,5690.0,5277.5,6542.5,8.41,25.0,5839.58,6.0,276.07,16.09,8.15,81.06,289678.0,2
4400,42.25,124.93,261.98,300.35,10.21,10.1,11.38,197.95,558.32,29.64,42.41,950.7,5678.38,5280.25,6540.63,8.34,25.0,5835.88,6.0,285.35,19.69,8.12,78.36,291892.0,2
4401,41.37,124.65,259.63,298.68,10.19,10.13,11.36,197.95,558.32,32.6,44.61,943.65,5672.5,5267.88,6544.88,8.24,25.0,5829.13,5.0,7.35,14.22,8.15,83.0,288970.0,2
4402,42.98,125.51,263.32,292.25,10.2,10.07,11.4,195.68,543.61,28.09,42.12,955.57,5673.75,5275.5,6555.5,8.17,25.0,5834.12,5.0,7.35,11.94,8.13,80.39,292574.0,3
4403,42.39,124.54,261.79,304.05,10.18,10.12,11.38,199.06,543.06,29.32,42.43,950.97,5696.38,5282.0,6559.38,8.09,25.0,5834.31,4.0,7.34,11.28,8.14,81.42,294881.0,3
4404,41.29,124.59,258.33,293.9,10.2,10.11,11.39,204.37,569.76,33.85,44.9,947.52,5699.88,5289.63,6560.0,7.93,25.0,5830.61,4.0,7.34,11.27,8.14,81.42,297685.0,3
4405,42.96,125.37,262.92,303.32,10.2,10.08,11.37,205.57,558.27,26.91,40.43,963.74,5675.75,5265.75,6547.88,7.85,25.0,5832.27,3.0,7.36,10.62,8.19,89.04,298611.0,5
4406,42.04,124.55,262.87,302.46,10.19,10.1,11.38,200.08,557.38,27.23,40.09,952.7,5678.13,5275.5,6557.63,7.7,25.0,5834.31,12.0,7.34,3.11,8.24,88.07,295398.0,5
4407,42.09,125.37,260.97,292.39,10.19,10.1,11.39,200.47,563.24,31.24,43.26,935.59,5677.13,5271.88,6537.88,7.57,25.0,5830.88,12.0,7.34,2.93,8.28,81.82,291479.0,4
4408,42.67,124.71,264.58,306.27,10.17,10.1,11.25,198.08,526.38,33.3,43.38,956.58,5694.5,5274.88,6561.75,7.46,25.0,5835.88,12.0,7.34,3.92,8.2,78.23,291950.0,3
4409,40.99,124.76,259.55,299.75,10.21,10.07,11.25,201.54,554.35,28.77,40.03,950.42,5663.75,5265.75,6533.0,7.24,25.0,5833.94,8.0,7.34,7.26,8.13,76.83,291891.0,2
4410,40.84,124.93,258.11,295.39,10.15,10.13,11.25,201.54,554.35,30.69,41.28,943.8,5665.75,5260.88,6540.63,7.12,25.0,5829.04,14.0,200.29,5.01,8.17,80.65,291040.0,2
4411,42.5,125.61,262.99,301.49,10.22,9.99,11.22,200.35,565.04,29.64,40.81,951.94,5684.75,5265.13,6540.88,6.96,25.0,5828.94,16.0,194.26,5.69,8.19,76.95,291161.0,2
4412,41.85,125.04,260.83,298.0,10.19,9.98,11.24,207.58,555.3,34.6,44.19,945.2,5696.0,5264.5,6548.13,6.88,25.0,5827.28,16.0,194.1,5.98,8.15,79.54,291852.0,2
4413,41.98,124.69,262.76,300.98,10.2,9.94,11.24,198.32,544.33,30.62,42.06,954.97,5696.5,5269.88,6547.13,6.86,25.0,5828.67,19.0,807.69,5.9,8.13,88.56,291456.0,2
4414,41.5,124.85,261.72,299.46,10.22,9.94,11.22,206.0,529.3,26.53,37.72,960.74,5671.0,5273.0,6533.63,6.76,25.0,5828.67,20.0,948.05,10.12,8.13,89.49,290937.0,2
4415,40.8,124.81,261.0,296.95,10.17,10.13,11.38,207.17,536.5,27.65,39.22,945.33,5691.38,5282.0,6537.63,6.74,25.0,5816.1,17.0,948.83,5.68,8.18,83.17,288671.0,2
4416,40.87,125.23,260.01,297.73,10.21,10.27,11.37,217.61,554.88,34.4,44.14,933.89,5670.13,5260.63,6513.38,6.79,25.0,5810.55,15.0,944.1,5.23,8.19,81.99,289667.0,2
4417,44.43,126.23,269.77,309.54,10.19,10.13,11.37,211.57,528.47,29.95,41.83,956.96,5683.38,5278.0,6545.0,6.81,25.0,5806.58,22.0,1411.6,6.53,8.17,80.03,292001.0,2
4418,42.21,124.5,262.8,300.47,10.24,10.11,11.38,221.62,548.99,29.88,42.24,942.05,5701.0,5286.5,6532.13,7.09,25.0,5801.12,17.0,1493.98,5.01,8.09,76.73,295287.0,2
4419,41.99,125.06,261.37,298.6,10.19,10.11,11.37,210.77,553.67,29.81,42.32,952.76,5693.0,5284.5,6544.5,7.2,22.0,5799.18,14.0,1505.89,3.53,8.15,81.14,292363.0,2
4420,41.6,124.58,262.23,300.98,10.17,10.11,11.38,210.77,553.67,29.03,41.5,955.33,5675.25,5282.63,6529.75,7.3,22.0,5786.24,14.0,1507.12,8.13,8.12,83.45,292200.0,1
4421,41.69,124.89,261.61,296.02,10.17,10.14,11.39,204.44,556.83,29.27,41.97,947.74,5675.38,5272.88,6535.13,7.43,22.0,5782.27,13.0,1152.12,2.93,8.18,77.45,289135.0,1
4422,42.08,124.91,261.87,299.66,10.17,10.12,11.37,205.09,550.57,32.29,44.37,928.68,5683.5,5282.75,6549.75,7.6,22.0,5774.87,13.0,1135.62,2.89,8.18,74.58,289641.0,1
4423,42.83,125.73,262.54,294.68,10.18,10.12,11.38,204.04,544.84,31.3,43.59,950.95,5699.0,5282.38,6518.25,7.73,22.0,5771.36,13.0,1169.3,3.56,8.22,81.15,288660.0,1
4424,41.19,124.44,260.76,301.06,10.19,10.11,11.22,201.65,547.54,26.85,40.96,956.52,5673.63,5277.63,6530.63,7.9,22.0,5757.03,12.0,1169.1,8.38,8.88,91.01,274006.0,1
4425,41.8,125.41,259.89,294.2,10.25,10.15,11.24,205.95,554.34,29.98,43.57,937.05,5691.75,5277.75,6542.0,8.08,22.0,5758.51,12.0,1167.51,6.42,8.24,90.17,287377.0,1
4426,41.43,124.76,260.73,300.25,10.2,10.1,11.24,211.56,554.83,32.25,43.58,948.6,5686.0,5293.5,6558.0,8.17,23.0,5754.54,13.0,1169.59,4.0,8.19,73.28,288018.0,2
4427,40.94,124.69,258.14,297.0,10.2,10.08,11.22,208.11,557.68,27.16,40.34,944.38,5701.63,5284.88,6560.25,8.33,23.0,5745.57,13.0,1170.72,7.1,8.22,78.1,286759.0,2
4428,41.83,125.36,259.28,299.74,10.19,10.13,11.23,213.14,551.86,26.54,38.46,954.9,5687.13,5284.88,6539.75,8.49,23.0,5736.61,10.0,859.34,8.28,8.2,88.28,288627.0,2
4429,41.06,124.69,259.42,298.2,10.19,10.07,11.25,212.05,554.81,29.27,41.23,936.45,5671.88,5274.63,6526.75,8.6,23.0,5736.14,10.0,857.86,7.9,8.18,87.95,288764.0,2
4430,41.74,125.45,262.4,298.15,10.35,10.26,11.23,212.05,554.81,29.21,40.12,972.25,5682.5,5280.5,6539.88,8.62,23.0,5730.6,10.0,844.77,9.07,8.15,82.58,289543.0,2
4431,42.01,124.89,262.34,302.63,10.2,10.27,11.24,205.52,569.4,25.79,36.02,959.42,5694.88,5290.5,6530.5,8.67,23.0,5723.76,10.0,861.22,6.2,8.21,83.81,287854.0,2
4432,42.07,125.27,261.28,295.18,10.15,10.24,11.22,207.28,559.09,29.07,40.26,944.36,5721.0,5304.75,6549.75,8.69,23.0,5723.3,8.0,864.36,6.03,8.21,83.22,288786.0,2
4433,42.79,125.13,264.81,304.83,10.16,10.13,11.25,211.85,544.14,35.38,44.9,928.87,5682.0,5287.5,6544.63,8.67,23.0,5717.75,8.0,593.55,6.02,8.21,83.23,288260.0,2
4434,40.66,124.58,257.6,293.23,10.22,10.12,11.21,205.64,551.82,31.38,41.59,965.93,5700.0,5297.75,6550.38,8.65,23.0,5719.32,8.0,594.31,8.65,8.23,78.91,289168.0,2
4435,41.95,125.63,260.11,287.78,10.22,10.13,11.22,206.62,546.53,26.35,36.76,964.75,5675.38,5293.0,6549.75,8.59,23.0,5707.21,8.0,591.49,7.92,8.19,77.02,289522.0,2
4436,39.57,124.0,255.04,296.6,10.23,10.13,11.23,206.72,566.36,25.6,35.89,948.4,5702.75,5290.63,6556.88,8.58,23.0,5708.69,8.0,590.68,9.27,8.1,73.32,290393.0,2
4437,42.56,125.73,263.11,303.09,10.24,10.09,11.24,206.38,557.79,31.13,42.22,930.17,5684.88,5287.75,6544.88,8.53,23.0,5712.2,8.0,587.69,8.93,8.19,75.39,289313.0,1
4438,41.48,124.69,261.5,303.03,10.19,10.1,11.22,200.41,554.17,34.11,43.38,952.65,5682.13,5294.38,6550.38,8.52,23.0,5699.73,8.0,591.75,6.9,8.22,86.34,287607.0,1
4439,40.53,124.6,257.29,299.29,10.19,10.11,11.24,204.2,552.66,30.32,42.0,952.86,5683.5,5292.38,6552.5,8.48,23.0,5704.62,18.0,742.58,7.94,8.23,82.28,289544.0,1
4440,41.17,125.32,258.05,293.1,10.21,10.12,11.23,204.2,552.66,27.22,39.93,956.87,5673.38,5283.25,6549.38,8.55,23.0,5694.18,15.0,613.24,7.59,8.16,83.3,293527.0,1
4441,40.6,124.72,257.95,295.46,10.2,10.11,11.22,210.66,551.61,31.06,39.66,950.62,5692.0,5287.5,6549.63,8.59,23.0,5691.96,12.0,624.94,7.85,8.2,84.36,291490.0,1
4442,41.31,125.26,259.22,295.75,10.21,10.09,11.22,207.27,559.78,30.94,39.31,949.15,5698.0,5302.25,6565.0,8.67,23.0,5693.72,12.0,633.56,7.17,8.22,84.01,289063.0,1
4443,40.97,124.86,257.66,293.94,10.21,10.13,11.22,213.51,560.57,31.24,39.98,945.68,5696.0,5297.0,6547.5,8.54,23.0,5688.17,12.0,625.55,6.5,8.22,82.59,288601.0,1
4444,41.13,125.06,258.15,296.61,10.17,10.1,11.21,211.56,567.56,32.62,40.49,948.91,5691.75,5294.38,6559.0,8.61,23.0,5682.72,12.0,629.21,8.77,8.17,81.11,289653.0,1
4445,41.19,124.99,259.92,297.33,10.21,10.13,11.24,212.01,557.27,31.99,39.71,953.89,5690.5,5299.63,6557.0,8.59,23.0,5682.81,12.0,621.21,7.97,8.22,81.29,289151.0,1
4446,41.39,125.29,259.1,296.83,10.21,10.11,11.22,213.22,564.32,29.7,36.28,960.84,5708.88,5292.0,6555.88,8.56,23.0,5675.51,12.0,619.18,6.86,8.23,81.64,287356.0,1
4447,41.43,125.29,259.5,289.47,10.13,10.11,11.2,213.64,565.28,32.98,39.62,939.31,5683.75,5292.5,6555.25,8.52,23.0,5677.17,12.0,629.85,8.89,8.16,80.7,289262.0,1
4448,41.73,124.94,262.15,296.67,10.17,10.11,11.23,205.08,569.35,34.41,40.01,955.29,5692.88,5289.75,6540.5,8.42,23.0,5666.27,12.0,631.64,11.33,8.15,81.12,290015.0,1
4449,41.99,124.47,264.5,309.41,10.2,10.12,11.22,202.01,557.06,30.88,35.86,966.26,5711.63,5302.0,6557.0,8.37,23.0,5669.5,10.0,626.16,6.01,8.19,82.32,288019.0,1
4450,39.91,124.44,254.58,291.2,10.2,10.13,11.22,202.01,557.06,30.74,35.84,949.16,5676.0,5275.63,6541.13,8.42,23.0,5664.05,10.0,618.78,7.09,8.19,80.09,288866.0,1
4451,41.25,125.06,259.42,297.48,10.2,10.12,11.23,201.56,558.4,31.8,37.54,942.89,5699.13,5288.0,6540.5,8.36,23.0,5658.69,10.0,632.33,7.19,8.23,81.58,288314.0,1
4452,40.53,124.72,261.02,298.87,10.17,10.07,11.22,201.51,564.79,33.35,39.44,945.84,5692.75,5294.88,6548.13,8.43,23.0,5660.63,8.0,632.6,6.91,8.25,82.76,287959.0,1
4453,40.5,125.11,259.65,293.19,10.18,10.1,11.24,203.18,545.17,32.99,39.15,946.55,5697.75,5305.25,6569.38,8.39,23.0,5660.44,8.0,626.62,7.88,8.23,81.68,288185.0,1
4454,42.09,125.33,262.45,300.22,10.18,10.09,11.25,206.88,558.68,32.29,38.08,946.57,5706.13,5299.38,6557.38,8.36,23.0,5649.54,8.0,635.14,6.4,8.87,79.58,273832.0,1
4455,41.1,125.02,258.72,294.38,10.2,10.09,11.23,208.38,563.68,31.31,37.77,948.43,5703.13,5296.38,6532.88,8.31,23.0,5651.11,8.0,632.34,6.93,8.44,83.75,283592.0,1
4456,41.53,125.09,261.07,298.24,10.2,10.11,11.21,208.11,568.43,32.99,39.81,942.23,5687.5,5292.38,6547.75,8.28,23.0,5647.78,8.0,633.66,7.3,8.26,83.64,287144.0,1
4457,41.27,124.97,259.59,296.71,10.22,10.13,11.23,208.39,566.25,33.23,39.58,954.73,5697.38,5293.0,6555.0,8.3,23.0,5645.47,8.0,638.88,6.97,8.28,81.5,286943.0,1
4458,41.37,124.96,260.39,297.99,10.22,10.08,11.22,209.48,566.9,31.6,38.21,951.48,5704.13,5289.88,6556.88,8.3,23.0,5640.11,8.0,634.96,7.17,8.25,81.5,287079.0,1
4459,41.44,125.24,259.83,296.73,10.21,10.12,11.23,210.42,562.07,31.74,38.24,955.59,5708.5,5297.0,6557.38,8.33,23.0,5638.07,7.0,296.57,9.31,8.19,80.02,288241.0,1
4460,41.88,124.99,261.0,298.87,10.21,10.11,11.24,210.42,562.07,31.87,38.89,941.64,5687.75,5282.63,6555.0,8.33,23.0,5632.9,7.0,277.39,7.98,8.24,81.43,286979.0,2
4461,41.33,124.79,259.79,295.51,10.24,10.12,11.22,210.67,542.26,31.87,39.08,952.36,5707.13,5294.5,6562.75,8.23,23.0,5631.05,7.0,273.32,8.07,8.22,81.81,287465.0,2
4462,44.05,126.12,267.23,302.83,10.2,10.11,11.23,209.27,562.05,31.8,38.62,949.14,5705.25,5299.75,6552.25,8.15,23.0,5634.38,7.0,274.95,8.15,8.21,81.87,287855.0,2
4463,41.91,124.43,263.78,302.43,10.21,10.13,11.22,209.07,570.65,33.8,40.88,933.05,5696.13,5289.25,6547.13,8.12,23.0,5629.11,7.0,274.96,8.14,8.21,81.87,287229.0,2
4464,40.15,124.21,258.31,295.66,10.2,10.12,11.23,215.68,553.84,32.67,39.88,949.45,5703.5,5289.75,6554.25,8.08,23.0,5629.11,7.0,276.64,7.59,8.24,81.39,287244.0,3
4465,41.41,125.35,260.11,299.39,10.2,10.09,11.23,215.65,552.24,30.19,36.76,964.07,5683.0,5290.13,6550.75,8.09,23.0,5630.68,7.0,277.58,7.84,8.14,78.6,288568.0,3
4466,40.22,124.69,257.88,293.42,10.17,10.12,11.2,217.07,549.61,30.93,38.04,944.31,5708.63,5301.75,6552.25,7.89,23.0,5622.08,7.0,280.99,6.09,8.22,81.64,287913.0,2
