ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module
975,2021/3/3,,750,5.31,498.6,25.03,121.08,-95,1475,16.5,1
976,2021/3/3,,415,5.31,283.2,24.98,121.03,-31,1475,16.5,4
977,2021/3/3,20.9,794,5.76,492.8,24.107,120.44,4.63,44063,17,2
978,2021/3/3,20.9,401,5.76,246.4,24.107,120.44,4.63,88150,17,2
979,2021/3/3,,684,4.42,499.8,25.11,121.26,22,1228,17.2,1
980,2021/3/3,,555,4.42,438.3,25.11,121.26,-160,1228,17.2,1
981,2021/3/3,22.9,167,5.76,99.2,24.08,120.5,1.76,176250,17.4,2
982,2021/3/4,,600,5.52,498.6,25.03,121.08,-95,1533,15.6,1
983,2021/3/4,,384,5.52,283.2,24.98,121.03,-31,1533,15.9,4
984,2021/3/4,,639,6.07,499.8,25.11,121.26,22,1686,16.6,1
985,2021/3/4,,517,6.07,438.3,25.11,121.26,-160,1686,16.6,1
986,2021/3/4,44.9,1252,13.79,492.8,24.107,120.44,4.63,62004,18.3,2
987,2021/3/4,44.9,630,13.79,246.4,24.107,120.44,4.63,125592,18.3,2
988,2021/3/4,47.3,293,13.79,99.2,24.08,120.5,1.76,248017,19.3,2
989,2021/3/5,,1302,11.01,498.6,25.03,121.08,-95,3058,18.7,1
990,2021/3/5,34.8,1697,13.41,492.8,24.107,120.44,4.63,92646,19.2,2
991,2021/3/5,34.8,854,13.41,246.4,24.107,120.44,4.63,185292,19.2,2
992,2021/3/5,,741,11.01,283.2,24.98,121.03,-31,3058,19.2,4
993,2021/3/5,35.6,316,13.41,99.2,24.08,120.5,1.76,370583,20.6,2
994,2021/3/5,,1466,13.09,499.8,25.11,121.26,22,3636,20.6,1
995,2021/3/5,,1216,13.09,438.3,25.11,121.26,-160,3636,20.6,1
996,2021/3/6,,172,2.01,283.2,24.98,121.03,-31,558,15.9,4
997,2021/3/6,,295,2.01,498.6,25.03,121.08,-95,558,16.1,1
998,2021/3/6,,326,2.15,499.8,25.11,121.26,22,597,16.9,1
999,2021/3/6,,265,2.15,438.3,25.11,121.26,-160,597,16.9,1
1000,2021/3/6,27.5,1708,16.23,492.8,24.107,120.44,4.63,95679,18.7,2
1001,2021/3/6,27.5,861,16.23,246.4,24.107,120.44,4.63,191475,18.7,2
1002,2021/3/6,52,368,16.23,99.2,24.08,120.5,1.76,382717,19.9,2
1003,2021/3/7,,138,2.08,283.2,24.98,121.03,-31,578,15,4
1004,2021/3/7,,255,2.08,498.6,25.03,121.08,-95,578,15.2,1
1005,2021/3/7,,285,1.52,499.8,25.11,121.26,22,422,16.3,1
1006,2021/3/7,,231,1.52,438.3,25.11,121.26,-160,422,16.3,1
1007,2021/3/7,30.3,2829,13.59,492.8,24.107,120.44,4.63,4,17.1,2
1008,2021/3/7,30.3,109,13.59,246.4,24.107,120.44,4.63,8,17.1,2
1009,2021/3/7,37.1,736,13.59,99.2,24.08,120.5,1.76,17,17.5,2
1010,2021/3/8,,720,6.29,498.6,25.03,121.08,-95,1747,16.7,1
1011,2021/3/8,,469,6.29,283.2,24.98,121.03,-31,1747,16.7,4
1012,2021/3/8,,515,3.24,499.8,25.11,121.26,22,900,17.4,1
1013,2021/3/8,,416,3.24,438.3,25.11,121.26,-160,900,17.4,1
1014,2021/3/8,30.3,1313,18.84,246.4,24.107,120.44,4.63,8,18,2
1015,2021/3/9,,1365,11.84,498.6,25.03,121.08,-95,3289,17.1,1
1016,2021/3/9,,847,11.84,283.2,24.98,121.03,-31,3289,17.5,4
1017,2021/3/9,30.3,1868,18.83,492.8,24.107,120.44,4.63,104192,18.1,2
1018,2021/3/9,30.3,940,18.83,246.4,24.107,120.44,4.63,208392,18.1,2
1019,2021/3/9,,1207,8.96,499.8,25.11,121.26,22,2489,18.5,1
1020,2021/3/9,,1004,8.96,438.3,25.11,121.26,-160,2489,18.5,1
1021,2021/3/9,37.1,409,18.83,99.2,24.08,120.5,1.76,416767,18.9,2
1022,2021/3/10,,1999,20.21,498.6,25.03,121.08,-95,5614,18.4,1
1023,2021/3/10,32.2,2611,20.33,492.8,24.107,120.44,4.63,236067,19,2
1024,2021/3/10,32.2,1311,20.33,246.4,24.107,120.44,4.63,472142,19,2
1025,2021/3/10,,1275,20.21,283.2,24.98,121.03,-31,5614,19,4
1026,2021/3/10,,1661,18.78,499.8,25.11,121.26,22,5217,19.6,1
1027,2021/3/10,,1390,18.78,438.3,25.11,121.26,-160,5217,19.6,1
1028,2021/3/10,33.5,540,20.33,99.2,24.08,120.5,1.76,944267,19.8,2
1029,2021/3/11,,1673,15.69,498.6,25.03,121.08,-95,4358,17.2,1
1030,2021/3/11,,1001,15.69,283.2,24.98,121.03,-31,4358,17.6,4
1031,2021/3/11,33.1,2265,20.07,492.8,24.107,120.44,4.63,126804,18.1,2
1032,2021/3/11,33.1,1140,20.07,246.4,24.107,120.44,4.63,253608,18.1,2
1033,2021/3/11,,2057,18.37,499.8,25.11,121.26,22,5103,19.2,1
1034,2021/3/11,,1784,18.37,438.3,25.11,121.26,-160,5103,19.2,1
1035,2021/3/11,36.9,487,20.07,99.2,24.08,120.5,1.76,507217,19.7,2
1036,2021/3/12,,1597,17.28,498.6,25.03,121.08,-95,4800,18.1,1
1037,2021/3/12,,1491,14.9,499.8,25.11,121.26,22,4139,18.8,1
1038,2021/3/12,,1226,14.9,438.3,25.11,121.26,-160,4139,18.8,1
1039,2021/3/12,,1058,17.28,283.2,24.98,121.03,-31,4800,18.9,4
1040,2021/3/12,35,2418,21.24,492.8,24.107,120.44,4.63,68538,19.3,2
1041,2021/3/12,35,1213,21.24,246.4,24.107,120.44,4.63,137075,19.3,2
1042,2021/3/12,37.8,503,21.24,99.2,24.08,120.5,1.76,274150,21.2,2
1043,2021/3/13,,2252,20.57,498.6,25.03,121.08,-95,5714,17.7,1
1044,2021/3/13,,1295,20.57,283.2,24.98,121.03,-31,5714,18.2,4
1045,2021/3/13,31.7,2415,20.09,492.8,24.107,120.44,4.63,71475,18.7,2
1046,2021/3/13,31.7,1211,20.09,246.4,24.107,120.44,4.63,142950,18.7,2
1047,2021/3/13,,2234,20.01,499.8,25.11,121.26,22,5558,18.9,1
1048,2021/3/13,,1915,20.01,438.3,25.11,121.26,-160,5558,18.9,1
1049,2021/3/13,34.3,485,20.09,99.2,24.08,120.5,1.76,285900,19.6,2
1050,2021/3/14,,2492,23.58,498.6,25.03,121.08,-95,6550,18.6,1
1051,2021/3/14,32.1,2723,22.88,492.8,24.107,120.44,4.63,77013,19.1,2
1052,2021/3/14,32.1,1369,22.88,246.4,24.107,120.44,4.63,154025,19.1,2
1053,2021/3/14,,1451,23.58,283.2,24.98,121.03,-31,6550,19.6,4
1054,2021/3/14,39,543,22.88,99.2,24.08,120.5,1.76,308050,19.9,2
1055,2021/3/14,,2502,22.18,499.8,25.11,121.26,22,6161,20.7,1
1056,2021/3/14,,2132,22.18,438.3,25.11,121.26,-160,6161,20.7,1
1057,2021/3/15,,2348,22.44,498.6,25.03,121.08,-95,6233,18,1
1058,2021/3/15,,1372,22.44,283.2,24.98,121.03,-31,6233,18.4,4
1059,2021/3/15,43.3,2521,21.16,492.8,24.107,120.44,4.63,86188,19.1,2
1060,2021/3/15,43.3,1268,21.16,246.4,24.107,120.44,4.63,172375,19.1,2
1061,2021/3/15,,2355,21.04,499.8,25.11,121.26,22,5844,20.1,1
1062,2021/3/15,,2030,21.04,438.3,25.11,121.26,-160,5844,20.1,1
1063,2021/3/15,48.2,511,21.16,99.2,24.08,120.5,1.76,344750,20.4,2
1064,2021/3/16,,2386,23.76,498.6,25.03,121.08,-95,6600,20.8,1
1065,2021/3/16,,2466,22.49,499.8,25.11,121.26,22,6247,21.1,1
1066,2021/3/16,,2107,22.49,438.3,25.11,121.26,-160,6247,21.1,1
1067,2021/3/16,,1389,23.76,283.2,24.98,121.03,-31,6600,21.1,4
1068,2021/3/16,40.9,2700,23.54,492.8,24.107,120.44,4.63,159958,22.2,2
1069,2021/3/16,40.9,1355,23.54,246.4,24.107,120.44,4.63,319917,22.2,2
1070,2021/3/16,45.5,536,23.54,99.2,24.08,120.5,1.76,639833,23.5,2
1071,2021/3/17,,667,6.09,498.6,25.03,121.08,-95,1692,17.8,1
1072,2021/3/17,,465,6.09,283.2,24.98,121.03,-31,1692,18.3,4
1073,2021/3/17,,732,6.17,499.8,25.11,121.26,22,1714,18.5,1
1074,2021/3/17,,592,6.17,438.3,25.11,121.26,-160,1714,18.5,1
1075,2021/3/17,33.6,2018,21.06,492.8,24.107,120.44,4.63,91588,20.3,2
1076,2021/3/17,33.6,1016,21.06,246.4,24.107,120.44,4.63,183175,20.3,2
1077,2021/3/17,37.7,490,21.06,99.2,24.08,120.5,1.76,366350,22.1,2
1078,2021/3/18,,720,7.02,498.6,25.03,121.08,-95,1950,17.2,1
1079,2021/3/18,,535,7.02,283.2,24.98,121.03,-31,1950,17.8,4
1080,2021/3/18,,937,7.29,499.8,25.11,121.26,22,2025,18.1,1
1081,2021/3/18,,729,7.29,438.3,25.11,121.26,-160,2025,18.1,1
1082,2021/3/19,,1431,11.64,498.6,25.03,121.08,-95,3233,18.9,1
1083,2021/3/19,,865,11.64,283.2,24.98,121.03,-31,3233,19.5,4
1084,2021/3/19,,1408,12.63,499.8,25.11,121.26,22,3508,20.3,1
1085,2021/3/19,,1087,12.63,438.3,25.11,121.26,-160,3508,20.3,1
1086,2021/3/20,,1634,14.3,498.6,25.03,121.08,-95,3972,18.3,1
1087,2021/3/20,,949,14.3,283.2,24.98,121.03,-31,3972,18.9,4
1088,2021/3/20,,1655,14.09,499.8,25.11,121.26,22,3914,19.4,1
1089,2021/3/20,,1289,14.09,438.3,25.11,121.26,-160,3914,19.4,1
1090,2021/3/20,41.2,1962,19.08,492.8,24.107,120.44,4.63,110233,21.7,2
1091,2021/3/20,41.2,991,19.08,246.4,24.107,120.44,4.63,220467,21.7,2
1092,2021/3/20,48.4,438,19.08,99.2,24.08,120.5,1.76,440933,23.2,2
1093,2021/3/21,,249,3.48,283.2,24.98,121.03,-31,967,14.9,4
1094,2021/3/21,,364,3.48,498.6,25.03,121.08,-95,967,15,1
1095,2021/3/21,,249,2.04,499.8,25.11,121.26,22,567,15.4,1
1096,2021/3/21,,183,2.04,438.3,25.11,121.26,-160,567,15.4,1
1097,2021/3/21,29.9,2139,18.86,492.8,24.107,120.44,4.63,122933,18,2
1098,2021/3/21,29.9,1074,18.86,246.4,24.107,120.44,4.63,245867,18,2
1099,2021/3/21,30.2,454,18.86,99.2,24.08,120.5,1.76,491733,18.6,2
1100,2021/3/22,,81,1.02,283.2,24.98,121.03,-31,283,12,4
1101,2021/3/22,,111,1.02,498.6,25.03,121.08,-95,283,12.6,1
1102,2021/3/22,,107,0.68,499.8,25.11,121.26,22,189,12.7,1
1103,2021/3/22,,77,0.68,438.3,25.11,121.26,-160,189,12.7,1
1104,2021/3/22,15.6,358,3.11,492.8,24.107,120.44,4.63,16967,14.2,2
1105,2021/3/22,15.6,181,3.11,246.4,24.107,120.44,4.63,33925,14.2,2
1106,2021/3/22,16.4,80,3.11,99.2,24.08,120.5,1.76,67867,14.5,2
1107,2021/3/23,,219,2.7,283.2,24.98,121.03,-31,750,15.7,4
1108,2021/3/23,,355,2.7,498.6,25.03,121.08,-95,750,16.1,1
1109,2021/3/23,28.4,907,8.88,492.8,24.107,120.44,4.63,46700,17.1,2
1110,2021/3/23,28.4,456,8.88,246.4,24.107,120.44,4.63,93400,17.1,2
1111,2021/3/23,,355,2.75,499.8,25.11,121.26,22,764,17.4,1
1112,2021/3/23,,255,2.75,438.3,25.11,121.26,-160,764,17.4,1
1113,2021/3/23,30,210,8.88,99.2,24.08,120.5,1.76,186800,17.6,2
1114,2021/3/24,,465,5.48,283.2,24.98,121.03,-31,1522,15.1,4
1115,2021/3/24,,846,4.32,499.8,25.11,121.26,22,1200,15.3,1
1116,2021/3/24,,677,4.32,438.3,25.11,121.26,-160,1200,15.3,1
1117,2021/3/24,,856,5.48,498.6,25.03,121.08,-95,1522,15.4,1
1118,2021/3/24,18.8,671,5.06,492.8,24.107,120.44,4.63,74771,17.8,2
1119,2021/3/24,18.8,339,5.06,246.4,24.107,120.44,4.63,157417,17.8,2
1120,2021/3/24,20.3,136,5.06,99.2,24.08,120.5,1.76,299083,17.8,2
1121,2021/3/25,,752,16.65,499.8,25.11,121.26,22,4625,15.5,1
1122,2021/3/25,,608,16.65,438.3,25.11,121.26,-160,4625,15.5,1
1123,2021/3/25,,1222,16.26,498.6,25.03,121.08,-95,4517,15.8,1
1124,2021/3/25,,863,16.26,283.2,24.98,121.03,-31,4517,16.4,4
1125,2021/3/25,33.5,3025,25.37,492.8,24.107,120.44,4.63,166646,18.6,2
1126,2021/3/25,33.5,1523,25.37,246.4,24.107,120.44,4.63,333292,18.6,2
1127,2021/3/25,32.5,600,25.37,99.2,24.08,120.5,1.76,666583,18.9,2
1128,2021/3/26,,1551,19.08,498.6,25.03,121.08,-95,5300,18.3,1
1129,2021/3/26,,1690,22.8,499.8,25.11,121.26,22,6333,19.2,1
1130,2021/3/26,,1408,22.8,438.3,25.11,121.26,-160,6333,19.2,1
1131,2021/3/26,,1111,19.08,283.2,24.98,121.03,-31,5300,19.2,4
1132,2021/3/26,40.4,2538,21.37,492.8,24.107,120.44,4.63,145867,20,2
1133,2021/3/26,40.4,1281,21.37,246.4,24.107,120.44,4.63,286700,20,2
1134,2021/3/26,42,501,21.37,99.2,24.08,120.5,1.76,583467,20.9,2
1135,2021/3/27,,2326,21.74,498.6,25.03,121.08,-95,6039,20.7,1
1136,2021/3/27,,1341,21.74,283.2,24.98,121.03,-31,6039,21.2,4
1137,2021/3/27,,2413,21.59,499.8,25.11,121.26,22,5997,22.5,1
1138,2021/3/27,,2031,21.59,438.3,25.11,121.26,-160,5997,22.5,1
1139,2021/3/27,47.7,2516,21.59,492.8,24.107,120.44,4.63,82317,22.8,2
1140,2021/3/27,47.7,1264,21.59,246.4,24.107,120.44,4.63,164625,22.8,2
1141,2021/3/27,48.2,517,21.59,99.2,24.08,120.5,1.76,329267,23.5,2
1142,2021/3/28,,2053,19.32,498.6,25.03,121.08,-95,5367,22.6,1
1143,2021/3/28,,1229,19.32,283.2,24.98,121.03,-31,5367,22.9,4
1144,2021/3/28,,1991,17.29,499.8,25.11,121.26,22,4803,23.4,1
1145,2021/3/28,,1655,17.29,438.3,25.11,121.26,-160,4803,23.4,1
1146,2021/3/28,49,2439,20.96,492.8,24.107,120.44,4.63,139829,25.2,2
1147,2021/3/28,49,1224,20.96,246.4,24.107,120.44,4.63,279650,25.2,2
1148,2021/3/28,50.2,494,20.96,99.2,24.08,120.5,1.76,559317,25.8,2
1149,2021/3/29,,1661,15.03,498.6,25.03,121.08,-95,4175,21.2,1
1150,2021/3/29,,960,15.03,283.2,24.98,121.03,-31,4175,21.5,4
1151,2021/3/29,,1558,16.21,499.8,25.11,121.26,22,4503,21.9,1
1152,2021/3/29,,1292,16.21,438.3,25.11,121.26,-160,4503,21.9,1
1153,2021/3/29,46.6,2237,19.86,492.8,24.107,120.44,4.63,127229,24.1,2
1154,2021/3/29,46.6,1124,19.86,246.4,24.107,120.44,4.63,254450,24.1,2
1155,2021/3/29,48.9,451,19.86,99.2,24.08,120.5,1.76,508917,25.2,2
1156,2021/3/30,,1388,12.03,498.6,25.03,121.08,-95,3342,23.8,1
1157,2021/3/30,,771,12.03,283.2,24.98,121.03,-31,3342,24,4
1158,2021/3/30,,1166,12.09,499.8,25.11,121.26,22,3358,24.4,1
1159,2021/3/30,,958,12.09,438.3,25.11,121.26,-160,3358,24.4,1
1160,2021/3/30,39,1088,11.93,492.8,24.107,120.44,4.63,48804,26.2,2
1161,2021/3/30,39,548,11.93,246.4,24.107,120.44,4.63,115033,26.2,2
1162,2021/3/30,40.5,262,11.93,99.2,24.08,120.5,1.76,195217,26.6,2
1163,2021/3/31,,1042,9.35,498.6,25.03,121.08,-95,2597,22.4,1
1164,2021/3/31,,1024,7.25,499.8,25.11,121.26,22,2014,22.5,1
1165,2021/3/31,,849,7.25,438.3,25.11,121.26,-160,2014,22.5,1
1166,2021/3/31,,722,9.35,283.2,24.98,121.03,-31,2597,22.9,4
1167,2021/3/31,26.7,2155,19.85,492.8,24.107,120.44,4.63,51692,25.8,2
1168,2021/3/31,26.7,1083,19.85,246.4,24.107,120.44,4.63,103275,25.8,2
1169,2021/3/31,49.8,433,19.85,99.2,24.08,120.5,1.76,206767,26,2
1170,2021/4/1,,1458,13.17,498.6,25.03,121.08,-95,3658,24.4,1
1171,2021/4/1,,948,13.17,283.2,24.98,121.03,-31,3658,24.5,4
1172,2021/4/1,,1457,12.73,499.8,25.11,121.26,22,3536,25.5,1
1173,2021/4/1,,1166,12.73,438.3,25.11,121.26,-160,3536,25.5,1
1174,2021/4/1,26.7,1017,8.92,492.8,24.107,120.44,4.63,57529,26.1,2
1175,2021/4/1,26.7,511,8.92,246.4,24.107,120.44,4.63,115058,26.1,2
1176,2021/4/1,30.5,219,8.92,99.2,24.08,120.5,1.76,230117,26.1,2
1177,2021/4/2,,1577,14.62,498.6,25.03,121.08,-95,4061,24.2,1
1178,2021/4/2,,1121,14.62,283.2,24.98,121.03,-31,4061,24.3,4
1179,2021/4/2,,2053,18.42,499.8,25.11,121.26,22,5117,25,1
1180,2021/4/2,,1696,18.42,438.3,25.11,121.26,-160,5117,25,1
1181,2021/4/2,26.7,2499,22.68,492.8,24.107,120.44,4.63,31692,25.9,2
1182,2021/4/2,26.7,815,22.68,246.4,24.107,120.44,4.63,63383,25.9,2
1183,2021/4/2,56,335,22.68,99.2,24.08,120.5,1.76,126767,26.1,2
1184,2021/4/3,,2048,18.61,498.6,25.03,121.08,-95,5169,22.9,1
1185,2021/4/3,,1201,18.61,283.2,24.98,121.03,-31,5169,23.2,4
1186,2021/4/3,,2066,16.69,499.8,25.11,121.26,22,4636,23.9,1
1187,2021/4/3,,1694,16.69,438.3,25.11,121.26,-160,4636,23.9,1
1188,2021/4/3,26.7,2275,19.83,492.8,24.107,120.44,4.63,57529,24.8,2
1189,2021/4/3,26.7,1581,19.83,246.4,24.107,120.44,4.63,115058,24.8,2
1190,2021/4/3,44.7,654,19.83,99.2,24.08,120.5,1.76,230117,25.5,2
1191,2021/4/4,,813,9.61,498.6,25.03,121.08,-95,2669,18.9,1
1192,2021/4/4,,662,9.61,283.2,24.98,121.03,-31,2669,19.1,4
1193,2021/4/4,,665,4.31,499.8,25.11,121.26,22,1197,19.3,1
1194,2021/4/4,,531,4.31,438.3,25.11,121.26,-160,1197,19.3,1
1195,2021/4/4,26.7,2204,19.1,492.8,24.107,120.44,4.63,47238,22.7,2
1196,2021/4/4,26.7,1108,19.1,246.4,24.107,120.44,4.63,94475,22.7,2
1197,2021/4/4,38.7,461,19.1,99.2,24.08,120.5,1.76,188950,23.2,2
1198,2021/4/5,,2581,22.89,498.6,25.03,121.08,-95,6358,16.9,1
1199,2021/4/5,,1519,22.89,283.2,24.98,121.03,-31,6358,17.3,4
1200,2021/4/5,,2581,22.26,499.8,25.11,121.26,22,6183,17.4,1
1201,2021/4/5,,2141,22.26,438.3,25.11,121.26,-160,6183,17.4,1
1202,2021/4/5,32.9,2434,21.34,492.8,24.107,120.44,4.63,136625,20.2,2
1203,2021/4/5,33,1223,21.34,246.4,24.107,120.44,4.63,273250,20.2,2
1204,2021/4/5,36.8,510,21.34,99.2,24.08,120.5,1.76,546500,20.5,2
1205,2021/4/6,,2535,22.37,498.6,25.03,121.08,-95,6214,18.3,1
1206,2021/4/6,,2004,18.33,499.8,25.11,121.26,22,5092,18.7,1
1207,2021/4/6,,1618,18.33,438.3,25.11,121.26,-160,5092,18.7,1
1208,2021/4/6,,1445,22.37,283.2,24.98,121.03,-31,6214,18.7,4
1209,2021/4/6,34.3,2708,23.78,492.8,24.107,120.44,4.63,160388,20.7,2
1210,2021/4/6,34.3,1359,23.78,246.4,24.107,120.44,4.63,320775,20.7,2
1211,2021/4/6,38.3,542,23.78,99.2,24.08,120.5,1.76,641550,20.8,2
1212,2021/4/7,,2573,22.41,498.6,25.03,121.08,-95,6225,19.8,1
1213,2021/4/7,,1458,22.41,283.2,24.98,121.03,-31,6225,20.2,4
1214,2021/4/7,31.8,307,11.45,99.2,24.08,120.5,1.76,230667,20.9,2
1215,2021/4/7,31.6,1665,11.45,492.8,24.107,120.44,4.63,57667,21.1,2
1216,2021/4/7,31.6,834,11.45,246.4,24.107,120.44,4.63,115333,21.1,2
1217,2021/4/7,,2720,23.04,499.8,25.11,121.26,22,6400,21.3,1
1218,2021/4/7,,2286,23.04,438.3,25.11,121.26,-160,6400,21.3,1
1219,2021/4/8,,260,4.08,283.2,24.98,121.03,-31,1133,18,4
1220,2021/4/8,,460,4.08,498.6,25.03,121.08,-95,1133,18.3,1
1221,2021/4/8,,579,4.05,499.8,25.11,121.26,22,1125,18.8,1
1222,2021/4/8,,470,4.05,438.3,25.11,121.26,-160,1125,18.8,1
1223,2021/4/8,37.2,1912,20.29,492.8,24.107,120.44,4.63,102104,21,2
1224,2021/4/8,37.2,961,20.29,246.4,24.107,120.44,4.63,204208,21,2
1225,2021/4/8,36,459,20.29,99.2,24.08,120.5,1.76,408417,21.3,2
1226,2021/4/9,,216,3.42,283.2,24.98,121.03,-31,950,16.2,4
1227,2021/4/9,,291,3.42,498.6,25.03,121.08,-95,950,16.5,1
1228,2021/4/9,,261,2.2,499.8,25.11,121.26,22,611,16.7,1
1229,2021/4/9,,192,2.2,438.3,25.11,121.26,-160,611,16.7,1
1230,2021/4/9,31.6,2093,16,492.8,24.107,120.44,4.63,118117,18.7,2
1231,2021/4/9,31.6,1054,16,246.4,24.107,120.44,4.63,236092,18.7,2
1232,2021/4/9,29.1,431,16,99.2,24.08,120.5,1.76,472467,18.9,2
1233,2021/4/10,,231,3.79,283.2,24.98,121.03,-31,1053,18,4
1234,2021/4/10,,331,3.79,498.6,25.03,121.08,-95,1053,18.3,1
1235,2021/4/10,,442,4.28,499.8,25.11,121.26,22,1189,18.7,1
1236,2021/4/10,,318,4.28,438.3,25.11,121.26,-160,1189,18.7,1
1237,2021/4/10,34.7,2268,19.26,492.8,24.107,120.44,4.63,134050,20.2,2
1238,2021/4/10,34.7,1141,19.26,246.4,24.107,120.44,4.63,268108,20.2,2
1239,2021/4/10,36.7,461,19.26,99.2,24.08,120.5,1.76,536200,20.3,2
1240,2021/4/11,36.2,1475,22.81,492.8,24.107,120.44,4.63,84279,21.5,2
1241,2021/4/11,36.2,743,22.81,246.4,24.107,120.44,4.63,168558,21.5,2
1242,2021/4/11,,2263,21,498.6,25.03,121.08,-95,5833,21.7,1
1243,2021/4/11,,1344,21,283.2,24.98,121.03,-31,5833,21.7,4
1244,2021/4/11,43.2,485,22.81,99.2,24.08,120.5,1.76,337117,21.8,2
1245,2021/4/11,,2411,20.29,499.8,25.11,121.26,22,5636,22.3,1
1246,2021/4/11,,1771,20.29,438.3,25.11,121.26,-160,5636,22.3,1
1247,2021/4/12,,2243,19.66,498.6,25.03,121.08,-95,5461,22.3,1
1248,2021/4/12,,1181,19.66,283.2,24.98,121.03,-31,5461,22.5,4
1249,2021/4/12,,2509,21.79,499.8,25.11,121.26,22,6053,23.2,1
1250,2021/4/12,,1838,21.79,438.3,25.11,121.26,-160,6053,23.2,1
1251,2021/4/12,52,2538,23.48,492.8,24.107,120.44,4.63,151492,23.7,2
1252,2021/4/12,52,1273,23.48,246.4,24.107,120.44,4.63,302983,23.7,2
1253,2021/4/12,55.7,523,23.48,99.2,24.08,120.5,1.76,605967,23.8,2
1254,2021/4/13,,1992,18.99,498.6,25.03,121.08,-95,5275,22,1
1255,2021/4/13,,1216,18.99,283.2,24.98,121.03,-31,5275,22.1,4
1256,2021/4/13,,2070,14.97,499.8,25.11,121.26,22,4158,22.7,1
1257,2021/4/13,,1574,14.97,438.3,25.11,121.26,-160,4158,22.7,1
1258,2021/4/13,48.4,2379,23.3,492.8,24.107,120.44,4.63,143367,24.2,2
1259,2021/4/13,48.4,1193,23.3,246.4,24.107,120.44,4.63,286733,24.2,2
1260,2021/4/13,49.7,496,23.3,99.2,24.08,120.5,1.76,573467,24.9,2
1261,2021/4/14,,364,3.58,498.6,25.03,121.08,-95,994,18.6,1
1262,2021/4/14,,248,3.58,283.2,24.98,121.03,-31,994,18.6,4
1263,2021/4/14,,393,2.98,499.8,25.11,121.26,22,828,19.1,1
1264,2021/4/14,,263,2.98,438.3,25.11,121.26,-160,828,19.1,1
1265,2021/4/14,36.5,2475,20.53,492.8,24.107,120.44,4.63,247171,22,2
1266,2021/4/14,36.5,1245,20.53,246.4,24.107,120.44,4.63,494342,22,2
1267,2021/4/14,41.2,528,20.53,99.2,24.08,120.5,1.76,988683,22.4,2
1268,2021/4/15,,459,5.28,498.6,25.03,121.08,-95,1467,19.1,1
1269,2021/4/15,,328,5.28,283.2,24.98,121.03,-31,1467,19.1,4
1270,2021/4/15,,448,6.54,499.8,25.11,121.26,22,1817,19.7,1
1271,2021/4/15,,303,6.54,438.3,25.11,121.26,-160,1817,19.7,1
1272,2021/4/15,38.3,2582,23.02,492.8,24.107,120.44,4.63,150938,21.8,2
1273,2021/4/15,38.3,1299,23.02,246.4,24.107,120.44,4.63,301875,21.8,2
1274,2021/4/15,41.1,569,23.02,99.2,24.08,120.5,1.76,603750,22.4,2
1275,2021/4/16,,1022,14.36,498.6,25.03,121.08,-95,3989,20.2,1
1276,2021/4/16,,861,14.36,283.2,24.98,121.03,-31,3989,20.9,4
1277,2021/4/16,,1192,14.93,499.8,25.11,121.26,22,4147,21,1
1278,2021/4/16,,853,14.93,438.3,25.11,121.26,-160,4147,21,1
1279,2021/4/16,40.8,1345,24.8,246.4,24.107,120.44,4.63,314592,22.6,2
1280,2021/4/16,41.1,2677,24.8,492.8,24.107,120.44,4.63,157296,22.6,2
1281,2021/4/16,43.4,544,24.8,99.2,24.08,120.5,1.76,629183,23.3,2
1282,2021/4/17,,2546,23.12,498.6,25.03,121.08,-95,6422,21.4,1
1283,2021/4/17,,1517,23.12,283.2,24.98,121.03,-31,6422,22.1,4
1284,2021/4/17,,2597,19.48,499.8,25.11,121.26,22,5411,22.3,1
1285,2021/4/17,,1882,19.48,438.3,25.11,121.26,-160,5411,22.3,1
1286,2021/4/17,40.5,2196,19.39,492.8,24.107,120.44,4.63,126942,23.5,2
1287,2021/4/17,40.5,1105,19.39,246.4,24.107,120.44,4.63,253883,23.5,2
1288,2021/4/17,37.5,422,19.39,99.2,24.08,120.5,1.76,507767,23.7,2
1289,2021/4/18,,1975,14.88,498.6,25.03,121.08,-95,4133,20.7,1
1290,2021/4/18,,1084,14.88,283.2,24.98,121.03,-31,4133,20.7,4
1291,2021/4/18,,2180,17.5,499.8,25.11,121.26,22,4861,21.5,1
1292,2021/4/18,,1601,17.5,438.3,25.11,121.26,-160,4861,21.5,1
1293,2021/4/18,41.6,1869,18.02,492.8,24.107,120.44,4.63,108100,23.2,2
1294,2021/4/18,41.6,938,18.02,246.4,24.107,120.44,4.63,216200,23.2,2
1295,2021/4/18,40.8,392,18.02,99.2,24.08,120.5,1.76,432400,23.6,2
1296,2021/4/19,,1901,14.69,498.6,25.03,121.08,-95,4081,21.4,1
1297,2021/4/19,,1079,14.69,283.2,24.98,121.03,-31,4081,21.6,4
1298,2021/4/19,,2092,16.61,499.8,25.11,121.26,22,4614,22.5,1
1299,2021/4/19,,1522,16.61,438.3,25.11,121.26,-160,4614,22.5,1
1300,2021/4/19,39,1102,18.96,246.4,24.107,120.44,4.63,257875,22.9,2
1301,2021/4/19,40.3,2194,18.96,492.8,24.107,120.44,4.63,128938,22.9,2
